date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,year,month,year_month,net_income
2022-08-13,1222,2298.53,2825.75,0.25,2289.99,recession,702,0.1,702.36,186.38,3,994.07,52,0,383.82,2342.49,salary,1354.94,education,positive,44.1,medium,0.0,0,2022,8,2022-08,-527.2199999999998
2022-09-12,1871,4004.11,1019.39,0.16,3657.2,inflation,656,0.43,502.85,49.35,9,1517.19,99,0,481.27,2480.79,salary,1688.1,dining out,neutral,76.2,medium,2984.72,0,2022,9,2022-09,2984.7200000000003
2022-10-12,1567,3289.02,1487.46,0.09,2761.13,normal,590,0.48,850.49,370.35,8,771.09,62,0,622.87,1747.67,mixed,496.87,transportation,positive,78.7,medium,1801.56,0,2022,10,2022-10,1801.56
2022-11-11,1785,3254.07,2865.0,0.24,2681.88,recession,690,0.3,230.91,0.0,1,1037.01,71,1,617.58,1856.42,salary,1089.6,transportation,positive,86.4,low,389.07,0,2022,11,2022-11,389.07000000000016
2022-12-11,1207,4641.13,3572.85,0.34,2895.76,recession,665,0.53,511.99,621.28,5,936.77,68,0,304.53,2488.67,salary,2040.48,entertainment,neutral,22.4,high,1068.28,0,2022,12,2022-12,1068.2800000000002
2023-01-10,1760,2692.53,3729.62,0.13,2423.16,normal,609,0.51,289.65,771.71,4,224.75,38,0,463.1,1417.58,salary,779.85,insurance,positive,59.1,low,0.0,0,2023,1,2023-01,-1037.0899999999997
2023-02-09,1606,4088.02,2301.65,0.25,3198.78,recession,714,0.11,508.04,438.73,2,1835.38,98,0,502.41,2165.85,salary,1806.6,education,positive,82.8,medium,1786.37,0,2023,2,2023-02,1786.37
2023-03-11,1810,3786.88,3061.41,0.2,3048.01,normal,690,0.2,119.56,0.0,2,1318.28,22,0,630.46,1810.46,mixed,805.53,transportation,positive,48.1,low,725.47,0,2023,3,2023-03,725.4700000000003
2023-04-10,1925,4556.3,3346.03,0.15,2289.31,normal,631,0.59,803.48,502.73,9,271.8,68,0,402.64,2861.36,salary,300.0,entertainment,neutral,68.7,low,1210.27,0,2023,4,2023-04,1210.27
2023-05-10,1655,3875.66,2913.65,0.05,2568.94,inflation,683,0.42,878.33,318.66,2,837.78,39,0,839.7,1498.21,salary,1519.9,healthcare,positive,22.7,low,962.01,0,2023,5,2023-05,962.0099999999998
2023-06-09,1602,4318.05,4362.03,0.13,3770.67,normal,653,0.53,8.49,392.54,1,1122.06,75,0,439.68,2286.55,freelance,1587.7,insurance,negative,57.6,high,0.0,0,2023,6,2023-06,-43.97999999999956
2023-07-09,1663,4622.04,3672.59,0.38,2211.71,normal,721,0.5,479.66,126.85,8,181.29,46,0,511.89,1957.16,salary,1190.49,utilities,positive,94.1,low,949.45,0,2023,7,2023-07,949.4499999999998
2023-08-08,1302,2918.32,4694.23,0.25,2721.8,normal,763,0.31,288.01,736.59,6,726.7,27,0,392.29,1181.08,salary,1269.83,groceries,positive,47.2,medium,0.0,0,2023,8,2023-08,-1775.9099999999994
2023-09-07,1058,4145.35,2415.64,0.34,2055.99,recession,607,0.29,433.94,872.65,8,728.68,79,0,635.18,1767.29,salary,948.5,education,positive,1.9,high,1729.71,0,2023,9,2023-09,1729.7100000000005
2023-10-07,1244,4046.42,3766.9,0.33,2778.19,normal,657,0.13,214.19,0.0,9,1627.97,31,0,723.02,1608.52,salary,1015.79,groceries,positive,7.5,medium,279.52,0,2023,10,2023-10,279.52
2023-11-06,1343,5797.88,4329.41,0.06,2497.18,inflation,600,0.23,423.71,97.52,5,1641.01,80,0,0.0,2625.18,freelance,1061.48,healthcare,positive,25.6,low,1468.47,0,2023,11,2023-11,1468.4700000000003
2019-01-01,1598,3885.22,3587.26,0.39,3361.55,normal,672,0.49,142.01,226.14,2,1318.69,84,0,636.85,1400.07,freelance,1030.49,utilities,negative,14.2,high,297.96,0,2019,1,2019-01,297.9599999999996
2019-01-31,1777,4127.99,3678.6,0.05,3373.64,recession,598,0.21,205.13,285.97,1,1019.86,56,0,631.61,3282.96,salary,1518.06,investments,positive,89.5,low,449.39,0,2019,1,2019-01,449.3899999999999
2019-03-02,1175,4349.43,1616.64,0.16,2988.51,normal,666,0.26,647.78,428.98,7,1234.36,32,0,454.94,2144.88,salary,573.25,education,positive,36.2,high,2732.79,0,2019,3,2019-03,2732.79
2019-04-01,1732,1815.35,3471.34,0.37,2975.6,inflation,646,0.23,533.23,1196.54,6,1316.8,27,0,390.39,2495.72,freelance,1164.68,investments,positive,65.9,low,0.0,0,2019,4,2019-04,-1655.9900000000002
2019-05-01,1192,4126.46,3783.5,0.29,3327.16,normal,706,0.36,598.56,388.81,8,1631.07,75,0,645.25,2227.36,freelance,1242.9,insurance,positive,2.1,low,342.96,0,2019,5,2019-05,342.96000000000004
2019-05-31,1992,3889.21,1489.52,0.06,3107.3,normal,724,0.59,748.09,599.48,5,649.59,47,0,529.17,1529.19,salary,1360.74,investments,positive,75.4,high,2399.69,0,2019,5,2019-05,2399.69
2019-06-30,1480,7037.92,3079.11,0.06,2648.33,inflation,619,0.5,230.8,750.3,9,645.16,32,0,786.05,3387.77,salary,1249.84,insurance,positive,1.0,high,3958.81,1,2019,6,2019-06,3958.81
2019-07-30,1982,3833.63,3068.96,0.12,2000.9,normal,732,0.38,403.66,667.91,7,926.53,27,0,233.27,2619.04,salary,945.82,rent,neutral,46.2,high,764.67,0,2019,7,2019-07,764.6700000000001
2019-08-29,1940,4963.11,2114.38,0.18,3074.25,inflation,650,0.53,385.78,169.69,9,1457.37,82,0,512.96,2440.51,mixed,1105.38,groceries,positive,13.0,low,2848.73,0,2019,8,2019-08,2848.7299999999996
2019-09-28,1938,3381.06,2417.67,0.33,2632.84,normal,697,0.14,155.8,392.1,8,766.2,58,0,196.61,2723.06,salary,1095.73,dining out,positive,83.2,low,963.39,0,2019,9,2019-09,963.3899999999999
2019-10-28,1331,4376.38,3408.8,0.14,2300.52,recession,664,0.51,424.38,505.17,1,252.84,26,0,550.11,2680.72,salary,1630.88,education,positive,9.7,medium,967.58,0,2019,10,2019-10,967.5799999999999
2019-11-27,1621,3231.49,1759.04,0.36,2426.75,normal,694,0.46,451.57,278.39,2,1215.11,59,0,518.78,3029.03,salary,1144.06,dining out,positive,72.6,high,1472.45,0,2019,11,2019-11,1472.4499999999998
2019-12-27,1535,3785.95,2378.21,0.32,3084.82,recession,765,0.23,386.79,159.14,9,737.64,29,0,259.85,1000.0,salary,781.03,transportation,positive,97.4,medium,1407.74,0,2019,12,2019-12,1407.7399999999998
2020-01-26,1568,3740.82,3064.66,0.36,2125.49,inflation,696,0.37,488.94,65.32,7,816.9,57,0,308.74,2579.29,salary,2377.12,entertainment,positive,15.3,high,676.16,0,2020,1,2020-01,676.1600000000003
2020-02-25,1474,4789.44,3046.26,0.12,3592.84,inflation,755,0.39,856.62,116.54,2,1156.88,70,0,666.98,1352.01,mixed,1609.14,transportation,positive,46.8,low,1743.18,0,2020,2,2020-02,1743.1799999999994
2020-03-26,1664,4786.41,3225.68,0.19,2791.91,inflation,679,0.47,552.61,873.88,8,617.55,46,0,295.01,2033.26,salary,581.95,healthcare,positive,34.9,medium,1560.73,0,2020,3,2020-03,1560.73
2020-04-25,1043,3519.82,2372.88,0.21,2780.81,normal,634,0.57,363.81,233.72,1,1195.27,93,0,527.76,2354.07,mixed,1122.74,investments,neutral,10.3,low,1146.94,0,2020,4,2020-04,1146.94
2020-05-25,1901,4156.47,1722.33,0.39,3209.03,normal,778,0.12,457.74,669.61,5,424.24,46,0,124.61,2925.91,salary,1003.64,groceries,negative,99.8,high,2434.14,0,2020,5,2020-05,2434.1400000000003
2020-06-24,1507,5573.58,2067.32,0.11,2005.75,inflation,614,0.2,625.4,232.62,5,0.0,36,0,326.48,1630.53,freelance,968.16,rent,neutral,96.8,low,3506.26,1,2020,6,2020-06,3506.2599999999998
2020-07-24,1286,5032.97,764.47,0.1,2845.81,recession,747,0.52,610.65,286.54,3,1361.3,91,0,347.4,1560.92,salary,1350.73,groceries,neutral,29.3,medium,4268.5,1,2020,7,2020-07,4268.5
2020-08-23,1710,5668.35,1713.75,0.27,2643.96,normal,659,0.29,602.39,529.73,5,394.05,49,0,372.73,3735.23,freelance,1543.15,education,positive,12.0,low,3954.6,1,2020,8,2020-08,3954.6000000000004
2020-09-22,1693,3652.81,2241.96,0.28,2866.02,normal,716,0.54,389.56,372.83,3,1754.21,40,0,673.19,2075.77,freelance,1011.85,dining out,negative,15.6,low,1410.85,0,2020,9,2020-09,1410.85
2020-10-22,1402,2814.68,3476.73,0.27,3102.03,recession,712,0.3,619.59,812.31,9,1060.82,50,0,521.62,1473.46,salary,1138.18,utilities,positive,85.0,low,0.0,0,2020,10,2020-10,-662.0500000000002
2020-11-21,1047,4718.93,2709.36,0.08,2714.7,normal,678,0.28,493.59,229.17,8,947.1,20,0,259.8,2049.9,salary,958.68,insurance,negative,46.7,medium,2009.57,0,2020,11,2020-11,2009.5700000000002
2020-12-21,1408,3950.15,1997.49,0.24,2281.96,inflation,744,0.42,651.98,166.56,4,1080.81,77,0,597.76,1393.77,salary,721.81,insurance,positive,72.8,high,1952.66,0,2020,12,2020-12,1952.66
2021-01-20,1414,4461.22,3997.32,0.33,3025.72,recession,684,0.51,638.83,570.15,7,1147.99,57,0,531.06,2396.55,salary,1222.68,investments,negative,89.6,medium,463.9,0,2021,1,2021-01,463.9000000000001
2021-02-19,1308,4131.52,2820.09,0.17,2691.94,recession,743,0.57,589.25,674.28,1,1052.45,28,0,364.41,1593.82,salary,1819.51,entertainment,positive,19.9,low,1311.43,0,2021,2,2021-02,1311.4300000000003
2021-03-21,1522,5339.73,3734.16,0.09,2643.01,inflation,727,0.17,420.25,631.3,6,869.7,97,0,459.09,2084.72,salary,1397.72,investments,negative,54.2,high,1605.57,0,2021,3,2021-03,1605.5699999999997
2021-04-20,1290,2688.93,2756.73,0.2,3028.94,normal,727,0.38,278.12,511.15,4,667.01,32,0,659.31,2452.23,salary,1039.85,entertainment,positive,40.3,low,0.0,0,2021,4,2021-04,-67.80000000000018
2021-05-20,1623,7382.84,2688.05,0.15,3337.38,recession,691,0.51,710.41,414.45,1,218.98,26,0,174.72,3173.19,salary,1382.94,entertainment,negative,39.6,high,4694.79,1,2021,5,2021-05,4694.79
2021-06-19,1827,4086.68,3346.06,0.34,2759.81,normal,640,0.31,720.68,41.62,1,1230.76,30,0,423.84,1397.65,salary,896.93,insurance,positive,11.6,low,740.62,0,2021,6,2021-06,740.6199999999999
2021-07-19,1783,3008.4,3022.7,0.18,2508.48,inflation,641,0.19,454.27,669.96,7,1047.15,69,0,575.15,1766.05,freelance,932.26,education,positive,12.0,low,0.0,0,2021,7,2021-07,-14.299999999999727
2021-08-18,1004,3563.08,3533.87,0.08,2338.37,inflation,600,0.13,577.78,641.99,9,0.0,50,0,211.91,1787.47,salary,1302.28,investments,neutral,51.8,low,29.21,0,2021,8,2021-08,29.210000000000036
2021-09-17,1376,3227.8,3693.57,0.15,2950.17,normal,718,0.11,423.38,298.2,3,381.42,70,0,531.44,2402.28,salary,1653.5,transportation,positive,64.8,medium,0.0,0,2021,9,2021-09,-465.77
2021-10-17,1171,4467.41,3659.99,0.2,2175.13,normal,668,0.38,718.97,665.35,9,1671.3,60,0,554.37,1736.9,salary,686.79,rent,positive,47.2,high,807.42,0,2021,10,2021-10,807.4200000000001
2021-11-16,1989,3789.01,2175.04,0.07,2931.26,recession,655,0.38,78.16,290.48,3,839.21,70,0,428.48,1790.14,mixed,1081.37,rent,positive,8.0,low,1613.97,0,2021,11,2021-11,1613.9700000000003
2021-12-16,1964,3769.57,2147.3,0.22,2945.18,inflation,749,0.59,496.21,382.31,9,817.22,30,0,549.86,2624.53,salary,1323.22,transportation,positive,88.5,low,1622.27,0,2021,12,2021-12,1622.27
2022-01-15,1003,4873.11,2797.07,0.21,1782.37,normal,557,0.37,975.59,459.27,2,469.76,89,0,477.07,2042.52,freelance,777.64,transportation,positive,90.2,high,2076.04,1,2022,1,2022-01,2076.0399999999995
2022-02-14,1510,3713.15,1267.44,0.15,2591.93,normal,709,0.38,584.87,466.19,1,696.89,87,0,791.73,1649.15,salary,805.59,investments,neutral,72.0,low,2445.71,0,2022,2,2022-02,2445.71
2022-03-16,1090,4952.95,2009.89,0.34,2031.86,recession,748,0.5,719.05,57.91,3,1463.54,25,0,378.73,2149.26,salary,1214.33,dining out,positive,10.0,high,2943.06,1,2022,3,2022-03,2943.0599999999995
2022-04-15,1064,3680.05,4142.07,0.22,2513.04,recession,718,0.28,671.9,536.57,8,1391.83,61,0,552.86,2082.58,salary,832.71,transportation,neutral,18.2,low,0.0,0,2022,4,2022-04,-462.0199999999995
2022-05-15,1297,4676.76,4266.38,0.38,3712.77,inflation,739,0.23,531.08,747.54,6,1610.98,85,0,577.82,1499.3,freelance,1284.21,utilities,positive,20.6,low,410.38,0,2022,5,2022-05,410.3800000000001
2022-06-14,1938,4482.67,1895.59,0.32,1964.54,normal,615,0.59,208.76,490.81,9,1252.3,81,0,514.88,1870.53,freelance,1238.61,education,neutral,8.0,low,2587.08,1,2022,6,2022-06,2587.08
2022-07-14,1173,3508.02,3608.42,0.24,2936.41,normal,687,0.18,237.86,265.16,5,206.29,32,0,502.46,3094.33,salary,1143.7,utilities,positive,77.7,high,0.0,0,2022,7,2022-07,-100.40000000000009
2022-08-13,1703,3705.5,2522.48,0.16,2522.69,normal,696,0.3,52.17,906.99,4,166.82,91,0,458.16,1923.77,salary,1372.15,transportation,positive,35.7,high,1183.02,0,2022,8,2022-08,1183.02
2022-09-12,1751,4442.6,2505.46,0.39,2313.12,normal,652,0.26,213.09,584.42,7,1005.76,99,0,952.07,3124.05,salary,646.58,entertainment,positive,25.7,low,1937.14,0,2022,9,2022-09,1937.1400000000003
2022-10-12,1458,2642.24,2988.1,0.22,2160.65,inflation,653,0.4,646.15,278.95,6,118.51,45,0,332.49,2270.21,freelance,1172.69,rent,positive,9.5,low,0.0,0,2022,10,2022-10,-345.8600000000001
2022-11-11,1907,5292.79,3055.96,0.19,3496.25,normal,648,0.58,989.67,427.84,3,1315.72,62,0,496.26,2529.05,salary,863.2,dining out,positive,31.5,low,2236.83,0,2022,11,2022-11,2236.83
2022-12-11,1375,4606.56,2948.86,0.23,2139.64,normal,674,0.16,632.13,298.59,1,1814.02,21,0,626.58,1831.89,salary,1274.18,insurance,positive,86.8,medium,1657.7,0,2022,12,2022-12,1657.7000000000003
2023-01-10,1379,4695.16,2560.41,0.22,2371.98,normal,653,0.11,389.78,374.1,4,958.05,34,0,0.0,2604.25,mixed,1876.51,entertainment,negative,51.1,medium,2134.75,0,2023,1,2023-01,2134.75
2023-02-09,1652,3652.14,3576.35,0.37,2269.9,normal,684,0.52,534.07,607.92,1,554.87,45,0,792.86,3244.5,salary,952.61,entertainment,positive,63.1,medium,75.79,0,2023,2,2023-02,75.78999999999996
2023-03-11,1184,5359.27,3210.15,0.16,2102.22,normal,716,0.49,429.9,979.22,8,866.25,56,0,297.27,2032.03,freelance,731.04,entertainment,positive,100.0,medium,2149.12,1,2023,3,2023-03,2149.1200000000003
2023-04-10,1888,3152.73,3443.3,0.09,3589.46,normal,726,0.31,565.58,455.96,7,1045.89,98,0,265.32,2329.92,salary,782.48,investments,positive,27.3,low,0.0,0,2023,4,2023-04,-290.57000000000016
2023-05-10,1825,3305.34,1863.51,0.14,3610.13,normal,671,0.23,645.11,689.18,4,1923.36,67,0,237.07,2410.84,mixed,1456.45,groceries,positive,97.5,low,1441.83,0,2023,5,2023-05,1441.8300000000002
2023-06-09,1436,5027.11,3672.37,0.05,2886.51,normal,688,0.6,251.19,165.75,9,1151.16,86,0,330.35,2616.53,salary,1318.21,utilities,negative,28.6,medium,1354.74,0,2023,6,2023-06,1354.7399999999998
2023-07-09,1239,3322.21,1825.45,0.18,3622.46,recession,637,0.51,435.77,718.74,5,512.92,55,0,728.83,2678.66,salary,1611.63,transportation,positive,4.3,high,1496.76,0,2023,7,2023-07,1496.76
2023-08-08,1794,2223.1,2972.23,0.14,2995.5,inflation,693,0.47,428.64,388.98,1,777.08,96,0,171.35,1420.16,salary,1685.53,entertainment,neutral,78.5,medium,0.0,0,2023,8,2023-08,-749.1300000000001
2023-09-07,1020,4412.3,3701.57,0.1,2433.98,normal,682,0.18,510.98,436.64,2,692.67,46,0,534.73,1741.92,freelance,574.99,healthcare,positive,76.0,high,710.73,0,2023,9,2023-09,710.73
2023-10-07,1978,3766.28,3669.91,0.28,2631.72,normal,721,0.14,830.47,501.98,1,1167.39,27,0,497.03,2884.35,mixed,1161.89,healthcare,positive,70.0,medium,96.37,0,2023,10,2023-10,96.37000000000035
2023-11-06,1780,5169.94,2739.42,0.34,2583.07,inflation,742,0.15,626.79,0.0,4,882.85,21,0,661.37,2025.34,salary,616.8,groceries,negative,1.6,low,2430.52,0,2023,11,2023-11,2430.5199999999995
2019-01-01,1153,4286.53,3065.76,0.07,2376.08,inflation,766,0.42,410.79,544.59,3,1378.15,45,0,0.0,1408.31,mixed,1681.75,investments,positive,47.2,high,1220.77,0,2019,1,2019-01,1220.7699999999995
2019-01-31,1553,3633.32,4313.0,0.31,2619.63,normal,626,0.19,489.8,268.66,7,672.46,29,0,266.13,2140.62,salary,1718.6,groceries,positive,41.7,medium,0.0,0,2019,1,2019-01,-679.6799999999998
2019-03-02,1453,4867.21,3799.02,0.07,2751.63,normal,641,0.6,226.61,720.47,6,417.11,75,0,269.4,1912.13,freelance,1366.28,education,positive,80.7,low,1068.19,0,2019,3,2019-03,1068.19
2019-04-01,1206,4654.78,2294.7,0.26,3270.76,normal,656,0.42,418.7,351.82,9,0.0,38,0,454.74,1000.0,salary,1033.92,utilities,positive,36.6,low,2360.08,0,2019,4,2019-04,2360.08
2019-05-01,1113,4963.54,3842.59,0.24,2483.35,normal,652,0.44,231.12,421.61,8,1310.51,70,0,679.86,1305.15,salary,795.05,insurance,neutral,38.7,low,1120.95,0,2019,5,2019-05,1120.9499999999998
2019-05-31,1269,4175.64,2722.13,0.27,3603.5,recession,682,0.23,775.25,294.82,6,683.49,69,0,492.24,2185.63,salary,1305.12,healthcare,negative,17.3,medium,1453.51,0,2019,5,2019-05,1453.5100000000002
2019-06-30,1101,6036.64,3101.61,0.06,2908.07,normal,766,0.15,687.32,618.31,9,721.26,92,0,212.44,1000.0,salary,907.18,rent,neutral,86.2,medium,2935.03,1,2019,6,2019-06,2935.03
2019-07-30,1640,2021.44,3141.11,0.14,3395.31,inflation,706,0.54,926.88,609.51,1,1435.09,45,0,529.77,2056.03,freelance,1726.27,entertainment,positive,4.1,high,0.0,0,2019,7,2019-07,-1119.67
2019-08-29,1064,3248.45,3543.08,0.18,3388.0,normal,645,0.32,370.96,506.02,6,864.63,31,0,572.56,2542.38,mixed,1326.8,investments,neutral,41.2,low,0.0,0,2019,8,2019-08,-294.6300000000001
2019-09-28,1082,3947.11,2107.58,0.23,2304.5,normal,606,0.14,383.28,504.7,8,573.9,23,0,451.65,1933.5,salary,1326.35,insurance,neutral,34.9,high,1839.53,0,2019,9,2019-09,1839.5300000000002
2019-10-28,1483,2604.03,2592.6,0.38,2828.63,normal,713,0.19,476.6,274.01,4,919.62,62,0,218.14,1898.95,freelance,918.69,dining out,neutral,99.2,low,11.43,0,2019,10,2019-10,11.430000000000291
2019-11-27,1661,3056.74,2519.55,0.17,2937.24,normal,733,0.56,386.17,684.17,8,1255.9,96,0,778.0,2123.93,freelance,1325.17,utilities,neutral,22.3,high,537.19,0,2019,11,2019-11,537.1899999999996
2019-12-27,1018,3520.91,3596.26,0.35,3052.57,normal,699,0.15,964.18,193.58,2,1026.24,95,0,566.36,1704.73,salary,684.71,rent,negative,10.6,high,0.0,0,2019,12,2019-12,-75.35000000000036
2020-01-26,1689,4239.94,1037.77,0.08,2679.78,normal,661,0.17,128.07,469.52,9,1465.3,57,0,273.14,2573.4,salary,1812.84,dining out,positive,24.3,low,3202.17,1,2020,1,2020-01,3202.1699999999996
2020-02-25,1370,5403.29,2570.28,0.22,3311.33,inflation,774,0.22,501.77,887.27,6,1409.17,83,0,705.39,2026.05,salary,1039.54,utilities,positive,79.9,low,2833.01,0,2020,2,2020-02,2833.0099999999998
2020-03-26,1998,4476.68,3057.81,0.28,2721.64,inflation,702,0.42,459.85,758.52,3,1358.44,90,0,388.93,2022.37,salary,1346.97,groceries,positive,22.5,high,1418.87,0,2020,3,2020-03,1418.8700000000003
2020-04-25,1298,3633.98,3113.24,0.23,2273.34,normal,668,0.53,265.03,274.19,1,1384.06,58,0,0.0,2414.06,freelance,1492.58,education,neutral,92.9,medium,520.74,0,2020,4,2020-04,520.7400000000002
2020-05-25,1607,5324.06,4003.59,0.36,2537.78,recession,721,0.59,716.59,0.0,2,1589.36,42,0,385.69,1301.48,salary,1424.81,utilities,positive,86.2,medium,1320.47,0,2020,5,2020-05,1320.4700000000003
2020-06-24,1170,5477.33,3063.83,0.15,3248.17,normal,712,0.48,375.21,582.84,8,620.45,72,0,897.68,2998.03,freelance,1018.0,investments,neutral,13.5,low,2413.5,0,2020,6,2020-06,2413.5
2020-07-24,1949,6014.58,2156.62,0.19,1926.4,normal,730,0.13,226.59,318.33,4,845.92,43,0,353.94,3317.12,salary,1046.03,groceries,positive,64.0,low,3857.96,1,2020,7,2020-07,3857.96
2020-08-23,1976,5965.66,2403.93,0.13,2411.57,normal,687,0.5,510.88,448.86,9,1312.68,55,0,316.28,3327.72,salary,1309.0,investments,positive,61.5,low,3561.73,1,2020,8,2020-08,3561.73
2020-09-22,1742,4344.08,2928.69,0.33,3398.67,recession,693,0.2,669.47,102.47,1,164.9,94,0,388.6,1522.24,salary,1074.34,insurance,positive,45.3,medium,1415.39,0,2020,9,2020-09,1415.3899999999999
2020-10-22,1293,4088.17,3308.43,0.15,3603.25,recession,609,0.46,431.09,232.17,6,408.58,66,0,284.23,1503.7,salary,1686.29,groceries,positive,84.3,medium,779.74,0,2020,10,2020-10,779.7400000000002
2020-11-21,1929,4565.25,3785.45,0.32,2447.14,normal,715,0.58,389.41,0.0,3,843.78,98,0,629.89,2152.34,freelance,768.22,healthcare,neutral,72.4,high,779.8,0,2020,11,2020-11,779.8000000000002
2020-12-21,1370,5054.55,2205.43,0.08,3332.75,recession,634,0.12,341.63,164.23,4,1155.65,68,0,473.92,2618.71,mixed,1801.56,education,neutral,72.4,low,2849.12,0,2020,12,2020-12,2849.1200000000003
2021-01-20,1587,2960.12,3608.82,0.26,2104.1,normal,716,0.19,691.54,81.7,1,840.9,90,0,738.79,2768.86,salary,1099.73,investments,neutral,83.1,high,0.0,0,2021,1,2021-01,-648.7000000000003
2021-02-19,1305,5119.62,2825.89,0.21,2178.57,recession,701,0.21,609.7,711.62,2,1477.3,97,0,788.11,2791.94,mixed,1838.38,groceries,neutral,27.5,high,2293.73,1,2021,2,2021-02,2293.73
2021-03-21,1817,4624.19,3486.68,0.09,3333.08,normal,662,0.5,742.75,23.81,3,1188.34,25,0,493.62,2056.17,salary,825.84,dining out,negative,86.2,low,1137.51,0,2021,3,2021-03,1137.5099999999998
2021-04-20,1176,3027.25,1786.86,0.35,2487.53,normal,789,0.4,524.13,0.0,8,1565.65,99,0,450.17,1929.83,salary,634.21,transportation,neutral,20.8,high,1240.39,0,2021,4,2021-04,1240.39
2021-05-20,1612,3046.87,1118.74,0.06,3262.97,normal,677,0.13,726.88,667.63,4,1747.81,79,0,812.07,2362.46,salary,1359.5,entertainment,positive,74.7,low,1928.13,0,2021,5,2021-05,1928.1299999999999
2021-06-19,1025,2778.19,3279.76,0.32,2622.53,recession,720,0.2,609.61,181.64,9,732.56,30,0,640.1,1852.62,salary,1359.99,investments,positive,14.4,medium,0.0,0,2021,6,2021-06,-501.57000000000016
2021-07-19,1703,5313.46,1716.99,0.32,3035.09,normal,761,0.29,198.7,170.1,4,2487.98,91,0,385.14,3071.28,freelance,1682.46,insurance,positive,21.9,low,3596.47,1,2021,7,2021-07,3596.4700000000003
2021-08-18,1855,2899.28,2985.7,0.27,2815.68,normal,686,0.26,863.58,736.9,4,1562.99,22,0,482.54,1332.57,salary,1186.89,entertainment,positive,67.3,low,0.0,0,2021,8,2021-08,-86.41999999999962
2021-09-17,1474,1698.62,4505.31,0.07,2409.78,recession,674,0.17,188.68,19.9,2,1061.41,53,0,524.4,1250.95,mixed,1208.95,dining out,positive,26.2,medium,0.0,0,2021,9,2021-09,-2806.6900000000005
2021-10-17,1205,4100.48,2745.66,0.11,2851.2,recession,745,0.52,535.24,305.6,7,1054.61,41,0,417.58,2604.21,mixed,300.0,transportation,positive,19.4,low,1354.82,0,2021,10,2021-10,1354.8199999999997
2021-11-16,1276,4580.83,3049.53,0.18,2418.95,inflation,773,0.15,1023.57,297.51,3,866.77,84,0,545.69,1911.25,salary,1162.53,investments,positive,50.9,medium,1531.3,0,2021,11,2021-11,1531.2999999999997
2021-12-16,1934,3372.74,2818.82,0.12,3076.84,inflation,747,0.58,636.99,329.37,6,1190.17,91,0,753.01,2052.95,salary,1528.9,insurance,positive,63.4,low,553.92,0,2021,12,2021-12,553.9199999999996
2022-01-15,1455,5700.56,2784.28,0.13,3037.45,normal,666,0.22,540.75,75.91,6,1272.79,25,0,398.34,2699.42,mixed,1687.84,education,neutral,97.9,low,2916.28,0,2022,1,2022-01,2916.28
2022-02-14,1997,3484.62,1878.67,0.35,3007.27,inflation,727,0.19,603.83,475.26,2,1658.73,32,0,468.64,2826.34,salary,1659.52,transportation,positive,72.9,low,1605.95,0,2022,2,2022-02,1605.9499999999998
2022-03-16,1373,5903.16,3950.83,0.07,3177.92,recession,729,0.28,473.94,154.62,2,861.84,58,0,415.01,2607.33,salary,961.07,education,neutral,12.5,low,1952.33,0,2022,3,2022-03,1952.33
2022-04-15,1833,5181.98,2570.98,0.15,3424.28,normal,673,0.11,617.75,328.09,4,958.09,68,0,523.82,2794.96,salary,1239.92,healthcare,positive,89.7,low,2611.0,0,2022,4,2022-04,2610.9999999999995
2022-05-15,1718,6712.01,3051.14,0.33,3049.8,inflation,738,0.48,663.06,177.35,3,478.09,84,0,400.17,2530.5,salary,1607.09,insurance,neutral,83.2,high,3660.87,1,2022,5,2022-05,3660.8700000000003
2022-06-14,1784,2743.5,3528.19,0.38,3256.78,recession,718,0.24,815.83,383.06,4,1081.61,70,0,312.33,1722.86,mixed,1018.42,utilities,positive,5.8,low,0.0,0,2022,6,2022-06,-784.69
2022-07-14,1764,4796.91,2050.75,0.17,2328.15,recession,674,0.45,399.45,538.89,2,610.58,36,0,627.72,2213.04,salary,1986.16,transportation,positive,58.1,medium,2746.16,1,2022,7,2022-07,2746.16
2022-08-13,1479,4268.52,1838.84,0.31,3406.41,normal,580,0.46,248.24,357.15,4,910.69,63,0,422.13,1928.92,salary,1229.73,transportation,positive,0.7,high,2429.68,0,2022,8,2022-08,2429.6800000000003
2022-09-12,1868,5117.31,4416.02,0.36,3283.95,normal,672,0.17,508.74,540.66,1,0.0,81,0,666.53,2387.15,salary,1944.15,groceries,positive,9.1,medium,701.29,0,2022,9,2022-09,701.29
2022-10-12,1888,4105.57,2607.75,0.33,2529.47,normal,698,0.4,61.39,459.11,4,1228.18,87,0,490.37,2615.95,salary,702.63,entertainment,neutral,48.8,low,1497.82,0,2022,10,2022-10,1497.8199999999997
2022-11-11,1072,4602.11,4009.33,0.06,3575.51,recession,720,0.15,70.27,580.62,3,899.79,52,0,701.75,1253.46,salary,1642.09,entertainment,positive,27.5,medium,592.78,0,2022,11,2022-11,592.7799999999997
